year,state_po,candidate,party,candidatevotes,totalvotes
2012,UT,"Obama, Barack H.",democrat,251813,1017440
2012,UT,"Johnson, Gary",libertarian,12572,1017440
2012,UT,"Anderson, Ross Carl """"Rocky""""",justice,5335,1017440
2012,UT,"Stein, Jill",green,3817,1017440
2012,UT,"Goode, Virgil Hamlin, Jr.",constitution party,2871,1017440
2012,UT,,no party affiliation,393,1017440
2012,UT,,,39,1017440
2012,VT,"Obama, Barack H.",democrat,199239,299290
2012,VT,"Romney, Mitt",republican,92698,299290
2012,VT,"Johnson, Gary",libertarian,3487,299290
2012,VT,,,2043,299290
2012,VT,"Anderson, Ross Carl """"Rocky""""",justice,1128,299290
2012,VT,"Lindsay, Peta",socialism and liberation party,695,299290
2012,VA,"Obama, Barack H.",democrat,1971820,3854489
2012,VA,"Romney, Mitt",republican,1822522,3854489
2012,VA,"Johnson, Gary",libertarian,31216,3854489
2012,VA,"Goode, Virgil Hamlin, Jr.",constitution party,13058,3854489
2012,VA,"Stein, Jill",green,8627,3854489
2012,VA,,,7246,3854489
2012,WA,"Obama, Barack H.",democrat,1755396,3125516
2012,WA,"Mitt, Romney",republican,1290670,3125516
2012,WA,"Johnson, Gary",libertarian,42202,3125516
2012,WA,"Stein, Jill",green,20928,3125516
2012,WA,"Goode, Virgil Hamlin, Jr.",constitution party,8851,3125516
2012,WA,"Anderson, Ross Carl """"Rocky""""",justice,4946,3125516
2012,WA,"Lindsay, Peta",socialism and liberation party,1318,3125516
2012,WA,"Harris, James",socialist workers,1205,3125516
2012,WV,"Romney, Mitt",republican,417655,670438
2012,WV,"Obama, Barack H.",democrat,238269,670438
2012,WV,"Johnson, Gary",libertarian,6302,670438
2012,WV,"Stein, Jill",mountain party,4406,670438
2012,WV,,no party affiliation,3806,670438
2012,WI,"Obama, Barack H.",democrat,1620985,3071434
2012,WI,"Romney, Mitt",republican,1410966,3071434
2012,WI,,independent,29383,3071434
2012,WI,Scattering,,5170,3071434
2012,WI,"Goode, Virgil Hamlin, Jr.",constitution party,4930,3071434
2012,WY,"Romney, Mitt",republican,170962,250701
2012,WY,"Obama, Barack H.",democrat,69286,250701
2012,WY,"Johnson, Gary",libertarian,5326,250701
2012,WY,,,2035,250701
2012,WY,"Goode, Virgil Hamlin, Jr.",constitution party,1452,250701
2012,WY,Blank Vote,,1367,250701
2012,WY,Over Vote,,273,250701
2016,AL,"Trump, Donald J.",republican,1318255,2123372
2016,AL,"Clinton, Hillary",democrat,729547,2123372
2016,AL,"Johnson, Gary",libertarian,44467,2123372
2016,AL,,,21712,2123372
2016,AL,"Stein, Jill",green,9391,2123372
2016,AK,"Trump, Donald J.",republican,163387,318608
2016,AK,"Clinton, Hillary",democrat,116454,318608
2016,AK,"Johnson, Gary",libertarian,18725,318608
2016,AK,,,9201,318608
2016,AK,"Stein, Jill",green,5735,318608
2016,AK,"Castle, Darrell L.",constitution party,3866,318608
2016,AK,"De La Fuente, Roque """"Rocky""""",no party affiliation,1240,318608
2016,AZ,"Trump, Donald J.",republican,1252401,2573165
2016,AZ,"Clinton, Hillary",democrat,1161167,2573165
2016,AZ,"Johnson, Gary",libertarian,106327,2573165
2016,AZ,"Stein, Jill",green,34345,2573165
2016,AZ,,independent,17473,2573165
2016,AZ,"Castle, Darrell L.",constitution party,1058,2573165
2016,AZ,,no party affiliation,311,2573165
2016,AZ,,democrat,42,2573165
2016,AZ,"De La Fuente, Roque """"Rocky""""",american delta party,29,2573165
2016,AZ,"Tittle, Sheila """"Samm""""",we the people,12,2573165
2016,AR,"Trump, Donald J.",republican,684872,1130635
2016,AR,"Clinton, Hillary",democrat,380494,1130635
2016,AR,"Johnson, Gary",libertarian,29829,1130635
2016,AR,"McMullin, Evan",better for america,13255,1130635
2016,AR,"Stein, Jill",green,9473,1130635
2016,AR,"Hedges, Jim",prohibition,4709,1130635
2016,AR,"Castle, Darrell L.",constitution party,4613,1130635
2016,AR,"Kahn, Lynn S.",independent,3390,1130635
2016,CA,"Clinton, Hillary",democrat,8753788,14181595
2016,CA,"Trump, Donald J.",republican,4483810,14181595
2016,CA,"Johnson, Gary",libertarian,478500,14181595
2016,CA,"Stein, Jill",green,278657,14181595
2016,CA,,,120739,14181595
2016,CA,"La Riva, Gloria Estella",peace & freedom,66101,14181595
2016,CO,"Clinton, Hillary",democrat,1338870,2780220
2016,CO,"Trump, Donald J.",republican,1202484,2780220
2016,CO,"Johnson, Gary",libertarian,144121,2780220
2016,CO,"Stein, Jill",green,38437,2780220
2016,CO,Scattering,unaffiliated,31485,2780220
2016,CO,"Castle, Darrell L.",american constitution party,11699,2780220
2016,CO,"Keniston, Chris",veterans party of america,5028,2780220
2016,CO,"De La Fuente, Roque """"Rocky""""",american delta party,1255,2780220
2016,CO,"Kopitke, Kyle Kenley",independent american,1096,2780220
2016,CO,"Maldonado, Joseph Allen",independent people of colorado,872,2780220
2016,CO,"Maturen, Michael A.",american solidarity party,862,2780220
2016,CO,"Silva, Rod",nutrition party,751,2780220
2016,CO,"Hoefling, Tom",america's party,710,2780220
2016,CO,"La Riva, Gloria Estella",socialism and liberation party,531,2780220
2016,CO,"Kennedy, Alyson",socialist workers,452,2780220
2016,CO,"Kotlikoff, Laurence",kotlikoff for president,392,2780220
2016,CO,"Lyttle, Bradford",nonviolent resistance/pacifist,382,2780220
2016,CO,"Atwood, Frank",approval voting party,337,2780220
2016,CO,"Emidio """"Mimi"""", Soltysik",socialist party usa,271,2780220
2016,CO,"Hedges, James",prohibition,185,2780220
2016,CT,"Clinton, Hillary",democrat,897572,1644920
2016,CT,"Trump, Donald J.",republican,673215,1644920
2016,CT,"Johnson, Gary",libertarian,48676,1644920
2016,CT,"Stein, Jill",green,22841,1644920
2016,CT,,,2616,1644920
2016,DE,"Clinton, Hillary",democrat,235603,441590
2016,DE,"Trump, Donald J.",republican,185127,441590
2016,DE,"Johnson, Gary",libertarian,14757,441590
2016,DE,"Stein, Jill",green,6103,441590
2016,DC,"Clinton, Hillary",democrat,282830,312575
2016,DC,"Trump, Donald J.",republican,12723,312575
2016,DC,,,6551,312575
2016,DC,"Johnson, Gary",libertarian,4906,312575
2016,DC,"Stein, Jill",green,4258,312575
2016,DC,Blank Vote,,1064,312575
2016,DC,Over Vote,,243,312575
2016,FL,"Trump, Donald J.",republican,4617886,9420039
2016,FL,"Clinton, Hillary",democrat,4504975,9420039
2016,FL,"Johnson, Gary",libertarian,207043,9420039
2016,FL,"Stein, Jill",green,64399,9420039
2016,FL,"Castle, Darrell L.",constitution party,16475,9420039
2016,FL,"De La Fuente, Roque """"Rocky""""",reform party,9108,9420039
2016,FL,,,153,9420039
2016,GA,"Trump, Donald J.",republican,2089104,4114732
2016,GA,"Clinton, Hillary",democrat,1877963,4114732
2016,GA,"Johnson, Gary",libertarian,125306,4114732
2016,GA,,,22359,4114732
2016,HI,"Clinton, Hillary",democrat,266891,437664
2016,HI,"Trump, Donald J.",republican,128847,437664
2016,HI,"Johnson, Gary",libertarian,15954,437664
2016,HI,"Stein, Jill",green,12737,437664
2016,HI,Blank Vote,,8289,437664
2016,HI,"Castle, Darrell L.",constitution party,4508,437664
2016,HI,Over Vote,,438,437664
2016,ID,"Trump, Donald J.",republican,409055,690255
2016,ID,"Clinton, Hillary",democrat,189765,690255
2016,ID,"McMullin, Evan",independent,60748,690255
2016,ID,"Johnson, Gary",libertarian,28331,690255
2016,ID,"Castle, Darrell L.",constitution party,2356,690255
2016,IL,"Clinton, Hillary",democrat,3090729,5536424
2016,IL,"Trump, Donald J.",republican,2146015,5536424
2016,IL,"Johnson, Gary",libertarian,209596,5536424
2016,IL,"Stein, Jill",green,76802,5536424
2016,IL,,,13282,5536424
2016,IN,"Trump, Donald J.",republican,1557286,2734958
2016,IN,"Clinton, Hillary",democrat,1033126,2734958
2016,IN,"Johnson, Gary",libertarian,133993,2734958
2016,IN,,green,7841,2734958
2016,IN,"Castle, Darrell L.",constitution party,1937,2734958
2016,IN,,independent,718,2734958
2016,IN,"Emidio """"Mimi"""", Soltysik",socialist party usa,57,2734958
2016,IA,"Trump, Donald J.",republican,800983,1565580
2016,IA,"Clinton, Hillary",democrat,653669,1565580
2016,IA,"Johnson, Gary",libertarian,59186,1565580
2016,IA,,,17746,1565580
2016,IA,"McMullin, Evan",nominated by petition,12366,1565580
2016,IA,"Stein, Jill",green,11479,1565580
2016,IA,"Castle, Darrell L.",constitution party,5335,1565580
2016,IA,"Kahn, Lynn S.",new independent party iowa,2247,1565580
2016,IA,"Vacek, Dan",legal marijuana now,2246,1565580
2016,IA,"La Riva, Gloria Estella",socialism and liberation party,323,1565580
2016,KS,"Trump, Donald J.",republican,671018,1184402
2016,KS,"Clinton, Hillary",democrat,427005,1184402
2016,KS,"Johnson, Gary",libertarian,55406,1184402
2016,KS,"Stein, Jill",independent,23506,1184402
2016,KS,,,7467,1184402
2016,KY,"Trump, Donald J.",republican,1202971,1924149
2016,KY,"Clinton, Hillary",democrat,628854,1924149
2016,KY,"Johnson, Gary",libertarian,53752,1924149
2016,KY,"McMullin, Evan",independent,22780,1924149
2016,KY,"Stein, Jill",green,13913,1924149
2016,KY,"De La Fuente, Roque """"Rocky""""",american delta party,1128,1924149
2016,KY,,,751,1924149
2016,LA,"Trump, Donald J.",republican,1178638,2029032
2016,LA,"Clinton, Hillary",democrat,780154,2029032
2016,LA,"Johnson, Gary",libertarian,37978,2029032
2016,LA,Other,,18231,2029032
2016,LA,"Stein, Jill",green,14031,2029032
2016,ME,"Clinton, Hillary",democrat,357735,771892
2016,ME,"Trump, Donald J.",republican,335593,771892
2016,ME,"Johnson, Gary",libertarian,38105,771892
2016,ME,Blank Vote,,23965,771892
2016,ME,"Stein, Jill",green,14251,771892
2016,ME,,unenrolled,2243,771892
2016,MD,"Clinton, Hillary",democrat,1677928,2781446
2016,MD,"Trump, Donald J.",republican,943169,2781446
2016,MD,"Johnson, Gary",libertarian,79605,2781446
2016,MD,"Stein, Jill",green,35945,2781446
2016,MD,,,33263,2781446
2016,MD,Other,,10921,2781446
2016,MD,,no party affiliation,278,2781446
2016,MD,"Trump, Donald J.",republican,259,2781446
2016,MD,"Clinton, Hillary",democrat,78,2781446
2016,MA,"Clinton, Hillary",democrat,1995196,3378821
2016,MA,"Trump, Donald J.",republican,1090893,3378821
2016,MA,"Johnson, Gary",libertarian,138018,3378821
2016,MA,Blank Vote,,53775,3378821
2016,MA,Other,,50488,3378821
2016,MA,"Stein, Jill",green,47661,3378821
2016,MA,,,2790,3378821
2016,MI,"Trump, Donald J.",republican,2279543,4799284
2016,MI,"Clinton, Hillary",democrat,2268839,4799284
2016,MI,"Johnson, Gary",libertarian,172136,4799284
2016,MI,"Stein, Jill",green,51463,4799284
2016,MI,"Castle, Darrell L.",u.s. taxpayers party,16139,4799284
2016,MI,,,8955,4799284
2016,MI,"Emidio """"Mimi"""", Soltysik",natural law,2209,4799284
2016,MN,"Clinton, Hillary",democrat,1367705,2944782
2016,MN,"Trump, Donald J.",republican,1322949,2944782
2016,MN,"Johnson, Gary",libertarian,112972,2944782
2016,MN,"McMullin, Evan",independence,53075,2944782
2016,MN,"Stein, Jill",green,36986,2944782
2016,MN,,,27247,2944782
2016,MN,"Vacek, Dan",legal marijuana now,11291,2944782
2016,MN,"Castle, Darrell L.",constitution party,9456,2944782
2016,MN,"Kennedy, Alyson",socialist workers,1671,2944782
2016,MN,"De La Fuente, Roque """"Rocky""""",american delta party,1430,2944782
2016,MS,"Trump, Donald J.",republican,700714,1209357
2016,MS,"Clinton, Hillary",democrat,485131,1209357
2016,MS,"Johnson, Gary",libertarian,14435,1209357
2016,MS,"Castle, Darrell L.",constitution party,3987,1209357
2016,MS,"Stein, Jill",green,3731,1209357
2016,MS,"Hedges, James",prohibition,715,1209357
2016,MS,"De La Fuente, Roque """"Rocky""""",american delta party,644,1209357
2016,MO,"Trump, Donald J.",republican,1594511,2808605
2016,MO,"Clinton, Hillary",democrat,1071068,2808605
2016,MO,"Johnson, Gary",libertarian,97359,2808605
2016,MO,"Stein, Jill",green,25419,2808605
2016,MO,"Castle, Darrell L.",constitution party,13092,2808605
2016,MO,,,7156,2808605
2016,MT,"Trump, Donald J.",republican,279240,494526
2016,MT,"Clinton, Hillary",democrat,177709,494526
2016,MT,"Johnson, Gary",libertarian,28037,494526
2016,MT,"Stein, Jill",green,7970,494526
2016,MT,"De La Fuente, Roque """"Rocky""""",american delta party,1570,494526
2016,NE,"Trump, Donald J.",republican,495961,844227
2016,NE,"Clinton, Hillary",democrat,284494,844227
2016,NE,"Johnson, Gary",libertarian,38946,844227
2016,NE,,,16051,844227
2016,NE,"Stein, Jill",nominated by petition,8775,844227
2016,NV,"Clinton, Hillary",democrat,539260,1125385
2016,NV,"Trump, Donald J.",republican,512058,1125385
2016,NV,"Johnson, Gary",libertarian,37384,1125385
2016,NV,None Of The Above,,28863,1125385
2016,NV,"Kopitke, Kyle Kenley",independent american,5268,1125385
2016,NV,"De La Fuente, Roque """"Rocky""""",no party affiliation,2552,1125385
2016,NH,"Clinton, Hillary",democrat,348526,744296
2016,NH,"Trump, Donald J.",republican,345790,744296
2016,NH,"Johnson, Gary",libertarian,30777,744296
2016,NH,,,9618,744296
2016,NH,"Stein, Jill",green,6496,744296
2016,NH,Scattering,,2411,744296
2016,NH,"De La Fuente, Roque """"Rocky""""",american delta party,678,744296
2016,NJ,"Clinton, Hillary",democrat,2148278,3874046
2016,NJ,"Trump, Donald J.",republican,1601933,3874046
2016,NJ,"Johnson, Gary",libertarian,72477,3874046
2016,NJ,"Stein, Jill",green,37772,3874046
2016,NJ,"Castle, Darrell L.",constitution party,6161,3874046
2016,NJ,"Kennedy, Alyson",socialist workers,2156,3874046
2016,NJ,"De La Fuente, Roque """"Rocky""""",american delta party,1838,3874046
2016,NJ,"Moorehead, Monica",workers world party,1749,3874046
2016,NJ,"La Riva, Gloria Estella",socialism and liberation party,1682,3874046
2016,NM,"Clinton, Hillary",democrat,385234,798319
2016,NM,"Trump, Donald J.",republican,319667,798319
2016,NM,"Johnson, Gary",libertarian,74541,798319
2016,NM,"Stein, Jill",green,9879,798319
2016,NM,"McMullin, Evan",better for america,5825,798319
2016,NM,"Castle, Darrell L.",constitution party,1514,798319
2016,NM,"La Riva, Gloria Estella",socialism and liberation party,1184,798319
2016,NM,"De La Fuente, Roque """"Rocky""""",american delta party,475,798319
2016,NY,"Clinton, Hillary",democrat,4379789,7802084
2016,NY,"Trump, Donald J.",republican,2527142,7802084
2016,NY,"Trump, Donald J.",conservative,292392,7802084
2016,NY,"Clinton, Hillary",working families,140041,7802084
2016,NY,"Johnson, Gary",independence,119156,7802084
2016,NY,"Stein, Jill",green,107934,7802084
2016,NY,Blank Vote,,77179,7802084
2016,NY,"Johnson, Gary",libertarian,57442,7802084
2016,NY,Scattering,,48447,7802084
2016,NY,"Clinton, Hillary",women's equality,36294,7802084
2016,NY,,,12816,7802084
2016,NY,Void Vote,,3452,7802084
2016,NC,"Trump, Donald J.",republican,2362631,4741564
2016,NC,"Clinton, Hillary",democrat,2189316,4741564
2016,NC,"Johnson, Gary",libertarian,130126,4741564
2016,NC,Scattering,,47386,4741564
2016,NC,,,12105,4741564
2016,ND,"Trump, Donald J.",republican,216794,344360
2016,ND,"Clinton, Hillary",democrat,93758,344360
2016,ND,"Johnson, Gary",libertarian,21434,344360
2016,ND,,,6397,344360
2016,ND,"Stein, Jill",green,3780,344360
2016,ND,"Castle, Darrell L.",constitution party,1833,344360
2016,ND,"De La Fuente, Roque """"Rocky""""",american delta party,364,344360
2016,OH,"Trump, Donald J.",republican,2841005,5496487
2016,OH,"Clinton, Hillary",democrat,2394164,5496487
2016,OH,,no party affiliation,198733,5496487
2016,OH,"Stein, Jill",green,46271,5496487
2016,OH,,,16314,5496487
2016,OK,"Trump, Donald J.",republican,949136,1452992
2016,OK,"Clinton, Hillary",democrat,420375,1452992
2016,OK,"Johnson, Gary",libertarian,83481,1452992
2016,OR,"Clinton, Hillary",democrat,1002106,2001336
2016,OR,"Trump, Donald J.",republican,782403,2001336
2016,OR,"Johnson, Gary",libertarian,94231,2001336
2016,OR,Other,,72594,2001336
2016,OR,"Stein, Jill",green,50002,2001336
2016,PA,"Trump, Donald J.",republican,2970733,6115402
2016,PA,"Clinton, Hillary",democrat,2926441,6115402
2016,PA,"Johnson, Gary",libertarian,146715,6115402
2016,PA,"Stein, Jill",green,49941,6115402
2016,PA,"Castle, Darrell L.",constitution party,21572,6115402
2016,RI,"Clinton, Hillary",democrat,252525,464144
2016,RI,"Trump, Donald J.",republican,180543,464144
2016,RI,"Johnson, Gary",libertarian,14746,464144
2016,RI,,,9439,464144
2016,RI,"Stein, Jill",green,6220,464144
2016,RI,"De La Fuente, Roque """"Rocky""""",american delta party,671,464144
2016,SC,"Trump, Donald J.",republican,1155389,2103027
2016,SC,"Clinton, Hillary",democrat,855373,2103027
2016,SC,"Johnson, Gary",libertarian,49204,2103027
2016,SC,"McMullin, Evan",independence,21016,2103027
2016,SC,"Stein, Jill",green,13034,2103027
2016,SC,"Castle, Darrell L.",constitution party,5765,2103027
2016,SC,"Skewes, Peter",american,3246,2103027
2016,SD,"Trump, Donald J.",republican,227721,370093
2016,SD,"Clinton, Hillary",democrat,117458,370093
2016,SD,"Johnson, Gary",libertarian,20850,370093
2016,SD,"Castle, Darrell L.",constitution party,4064,370093
2016,TN,"Trump, Donald J.",republican,1522925,2508027
2016,TN,"Clinton, Hillary",democrat,870695,2508027
2016,TN,,independent,100618,2508027
2016,TN,,,13789,2508027
2016,TX,"Trump, Donald J.",republican,4685047,8969226
2016,TX,"Clinton, Hillary",democrat,3877868,8969226
2016,TX,"Johnson, Gary",libertarian,283492,8969226
2016,TX,"Stein, Jill",green,71558,8969226
2016,TX,,,51261,8969226
2016,UT,"Trump, Donald J.",republican,515211,1131317
2016,UT,"Clinton, Hillary",democrat,310674,1131317
2016,UT,"McMullin, Evan",no party affiliation,255060,1131317
2016,UT,"Johnson, Gary",libertarian,39608,1131317
2016,UT,"Castle, Darrell L.",constitution party,8032,1131317
2016,UT,"Kopitke, Kyle Kenley",independent american,2732,1131317
2016,VT,"Clinton, Hillary",democrat,178573,320467
2016,VT,"Trump, Donald J.",republican,95369,320467
2016,VT,,,22899,320467
2016,VT,"Johnson, Gary",libertarian,10078,320467
2016,VT,"Stein, Jill",green,6758,320467
2016,VT,Blank Vote,,4574,320467
2016,VT,"De La Fuente, Roque """"Rocky""""",independent,1063,320467
2016,VT,Void Vote,,826,320467
2016,VT,"La Riva, Gloria Estella",liberty union party,327,320467
2016,VA,"Clinton, Hillary",democrat,1981473,3982752
2016,VA,"Trump, Donald J.",republican,1769443,3982752
2016,VA,"Johnson, Gary",libertarian,118274,3982752
2016,VA,"McMullin, Evan",independent,54054,3982752
2016,VA,,,31870,3982752
2016,VA,"Stein, Jill",green,27638,3982752
2016,WA,"Clinton, Hillary",democrat,1742718,3317019
2016,WA,"Trump, Donald J.",republican,1221747,3317019
2016,WA,"Johnson, Gary",libertarian,160879,3317019
2016,WA,,,107805,3317019
2016,WA,"Stein, Jill",green,58417,3317019
2016,WA,"Castle, Darrell L.",constitution party,17623,3317019
2016,WA,"Kennedy, Alyson",socialist workers,4307,3317019
2016,WA,"La Riva, Gloria Estella",socialism and liberation party,3523,3317019
2016,WV,"Trump, Donald J.",republican,489371,713051
2016,WV,"Clinton, Hillary",democrat,188794,713051
2016,WV,"Johnson, Gary",libertarian,23004,713051
2016,WV,"Stein, Jill",green,8075,713051
2016,WV,"Castle, Darrell L.",constitution party,3807,713051
2016,WI,"Trump, Donald J.",republican,1405284,2976150
2016,WI,"Clinton, Hillary",democrat,1382536,2976150
2016,WI,"Johnson, Gary",libertarian,106674,2976150
2016,WI,"Stein, Jill",green,31072,2976150
2016,WI,Scattering,,22764,2976150
2016,WI,,,12386,2976150
2016,WI,"Castle, Darrell L.",constitution party,12162,2976150
2016,WI,"Moorehead, Monica",workers world party,1770,2976150
2016,WI,"De La Fuente, Roque """"Rocky""""",american delta party,1502,2976150
2016,WY,"Trump, Donald J.",republican,174419,258788
2016,WY,"Clinton, Hillary",democrat,55973,258788
2016,WY,"Johnson, Gary",libertarian,13287,258788
2016,WY,,,6904,258788
2016,WY,,independent,3224,258788
2016,WY,Blank Vote,,2661,258788
2016,WY,"Castle, Darrell L.",constitution party,2042,258788
